LEA_STATE,YEAR,gap_var,b1,b2,b3,b4,n_gt1,min,max,n
SD,2011,ENR_AP_GAP_BL,1.212221911,1.337079684,1.449134786,2.323290325,4,0.073684211,3.578496083,12
SD,2011,ENR_AP_GAP_HI,1.422427797,1.534671714,1.724251231,2.569494728,7,0.008583691,2.886126704,18
SD,2013,ENR_AP_GAP_AS,1.327925062,1.424016213,3.433968722,7.357782587,3,0.073643411,11.28159645,19
SD,2013,ENR_AP_GAP_BL,1.031057568,1.096595272,1.160258921,1.502446837,5,0.147058824,2.721174904,11
SD,2013,ENR_AP_GAP_HI,1.179117732,1.508920398,1.840478399,2.113231383,10,0.21719457,3.182984791,19
SD,2015,ENR_AP_GAP_AS,1.867053244,2.312412903,2.757772562,3.20313222,2,0.153266332,3.648491879,14
SD,2015,ENR_AP_GAP_BL,1.293731778,1.472938144,1.861788618,2.479433272,6,0.385179153,2.667263129,10
SD,2015,ENR_AP_GAP_HI,1.273796429,1.564351263,2.014149041,2.399114394,12,0.045774648,4.979118329,16
SD,2017,ENR_AP_GAP_AS,1.127642625,1.187378687,1.269817645,1.869287469,4,0.010416667,2.727272727,14
SD,2017,ENR_AP_GAP_BL,1.651362534,1.787950163,2.11812848,2.430581662,4,0.372093023,2.734172276,9
SD,2017,ENR_AP_GAP_HI,1.180327516,1.542267119,2.805541354,3.767308226,15,0.24,4.972972973,20
SD,2020,ENR_AP_GAP_AS,1.056663097,1.056663097,1.056663097,1.056663097,1,0.092827004,1.056663097,10
SD,2020,ENR_AP_GAP_BL,1.734648595,2.013563041,2.396451981,3.51969112,8,0.275835866,5.946835443,13
SD,2020,ENR_AP_GAP_HI,1.379354209,2.476455696,3.164327068,4.470755171,12,0.282958199,6.984126984,17
SD,2021,ENR_AP_GAP_AS,1.064102564,1.064102564,1.064102564,1.064102564,1,0.170542636,1.064102564,13
SD,2021,ENR_AP_GAP_BL,2.374025862,2.768005829,2.908922705,3.333830202,8,1.157360406,4.320872274,8
SD,2021,ENR_AP_GAP_HI,1.442692015,2.169877873,2.670655271,3.059895681,17,0.76744186,3.599498328,18
TN,2011,ENR_AP_GAP_BL,1.813659804,2.094082247,2.55,3.204661326,41,0.22447644,12.56,52
TN,2011,ENR_AP_GAP_HI,1.138480362,1.336748963,1.74357133,2.143143789,29,0.03483871,3.93952272,49
TN,2013,ENR_AP_GAP_AS,1.082032924,1.108278569,1.134524214,1.160769859,2,0.011409396,1.187015504,45
TN,2013,ENR_AP_GAP_BL,1.710727162,1.97506267,2.458139445,3.640061136,39,0.049636804,10.05491329,52
TN,2013,ENR_AP_GAP_HI,1.274198512,1.41164157,1.643533674,1.973543286,35,0.296644295,5.91680261,50
TN,2015,ENR_AP_GAP_BL,1.54966611,1.932567806,2.553973934,3.3740047,46,0.02292076,6.315165877,59
TN,2015,ENR_AP_GAP_HI,1.364817624,1.691568184,1.889376117,2.574264919,38,0.106200528,4.923076923,57
TN,2017,ENR_AP_GAP_AS,1.156048124,1.220037637,1.270122695,1.293020861,4,0.040197897,1.302325581,55
TN,2017,ENR_AP_GAP_BL,1.687694113,2.094304733,2.482687869,3.792767141,48,0.073770492,6.151029748,59
TN,2017,ENR_AP_GAP_HI,1.320169758,1.624559342,2.036170213,2.518954248,51,0.061636776,9.995423341,62
TN,2020,ENR_AP_GAP_AS,1.181818182,1.181818182,1.181818182,1.181818182,1,0.047085202,1.181818182,62
TN,2020,ENR_AP_GAP_BL,1.517359135,1.867267628,2.68034188,4.219534884,56,0.273607444,9.405405405,61
TN,2020,ENR_AP_GAP_HI,1.213704029,1.789970669,2.049245491,2.851093576,45,0.314814815,7.614730878,61
TN,2021,ENR_AP_GAP_AS,1.727678571,1.727678571,1.727678571,1.727678571,1,0.012345679,1.727678571,58
TN,2021,ENR_AP_GAP_BL,1.472645451,2.009582992,2.470807977,3.463714406,53,0.155097614,7.768275862,65
TN,2021,ENR_AP_GAP_HI,1.338439994,1.612676092,1.965247944,2.475536064,45,0.173913043,5.540069686,63
TX,2011,ENR_AP_GAP_AS,1.113598252,1.249156627,1.366710522,1.53417473,28,0.012195122,5.774058577,350
TX,2011,ENR_AP_GAP_BL,1.304347826,1.651237544,2.105251666,2.837681159,291,0.058052434,12.59550562,395
TX,2011,ENR_AP_GAP_HI,1.295312283,1.536956522,1.876624454,2.487052342,476,0.097014925,13.6,586
TX,2013,ENR_AP_GAP_AS,1.16791388,1.235930042,1.341223855,1.463608055,24,0.014492754,4.675806452,341
TX,2013,ENR_AP_GAP_BL,1.319323393,1.637180332,2.127914807,3.04264896,288,0.05952381,15.46612903,384
TX,2013,ENR_AP_GAP_HI,1.238822256,1.493579327,1.768055147,2.419832493,470,0.131942967,30.16216216,594
TX,2015,ENR_AP_GAP_AS,1.091523798,1.117342071,1.226136874,1.655509613,22,0.033057851,5.457364341,355
TX,2015,ENR_AP_GAP_BL,1.323436553,1.665726643,1.998544116,2.779237537,289,0.055555556,18.70824053,402
TX,2015,ENR_AP_GAP_HI,1.242647059,1.458085295,1.820831343,2.314942529,461,0.102272727,10.63736264,575
TX,2017,ENR_AP_GAP_AS,1.073170732,1.11627907,1.25,1.497021497,36,0.031914894,2.775330396,353
TX,2017,ENR_AP_GAP_BL,1.31905192,1.57417855,2.105994297,2.792932072,318,0.041474654,10.89919355,387
TX,2017,ENR_AP_GAP_HI,1.208008598,1.400935065,1.710466749,2.29378089,445,0.206751055,11.20588235,581
TX,2020,ENR_AP_GAP_AS,1.058218031,1.121003983,1.225750288,1.574323789,24,0.008368201,14.58570184,350
TX,2020,ENR_AP_GAP_BL,1.39179974,1.712060469,2.165389969,2.832136106,298,0.074468085,13.63636364,384
TX,2020,ENR_AP_GAP_HI,1.241759406,1.408248655,1.634004474,2.228571429,416,0.078219396,13.34347826,564
TX,2021,ENR_AP_GAP_AS,1.109382598,1.156706785,1.228033916,1.673195573,27,0.008298755,2.142857143,336
TX,2021,ENR_AP_GAP_BL,1.316596195,1.620141621,1.974020931,2.838209983,291,0.058394161,10.88181818,360
TX,2021,ENR_AP_GAP_HI,1.211055023,1.407090537,1.659890713,2.10001448,432,0.074074074,12.8,542
UT,2011,ENR_AP_GAP_AS,1.041226388,1.051156178,1.059574028,1.184782609,5,0.012927054,1.673913043,30
UT,2011,ENR_AP_GAP_BL,1.214362667,1.486154728,1.812890978,2.700839076,13,0.088311688,4.323220814,23
UT,2011,ENR_AP_GAP_HI,1.206563913,1.633637251,2.016092711,2.803434077,30,0.313186813,4.781505823,35
UT,2013,ENR_AP_GAP_AS,1.042103066,1.061520537,1.181804105,1.387651922,5,0.065546218,1.565069945,35
UT,2013,ENR_AP_GAP_BL,1.317583289,1.513565552,2.05225715,2.550584435,13,0.193675889,3.01089061,23
UT,2013,ENR_AP_GAP_HI,1.412526409,1.629194647,1.834638954,2.300255202,31,0.198453608,2.875659599,40
UT,2015,ENR_AP_GAP_AS,1.445931388,1.869120074,2.29230876,2.715497446,2,0.08815427,3.138686131,36
UT,2015,ENR_AP_GAP_BL,1.292323932,1.521484699,1.895010004,2.683822798,12,0.118110236,3.388882079,27
UT,2015,ENR_AP_GAP_HI,1.490127747,1.64519174,1.880333078,2.413434534,34,0.298329356,5.771259064,44
UT,2017,ENR_AP_GAP_AS,1.079224977,1.134686915,1.162577979,1.281950236,4,0.149416342,1.447063089,39
UT,2017,ENR_AP_GAP_BL,1.410534264,1.861395296,2.403283827,2.684927677,22,0.030848329,4.151329243,32
UT,2017,ENR_AP_GAP_HI,1.196496299,1.422526042,1.856408706,2.49736211,41,0.250746269,9.760273973,52
UT,2020,ENR_AP_GAP_AS,1.050516855,1.230037321,1.38636849,1.68590717,7,0.02027027,1.77440525,40
UT,2020,ENR_AP_GAP_BL,1.605045357,1.704505866,1.937574297,2.468241583,19,0.097905282,4.881889764,35
UT,2020,ENR_AP_GAP_HI,1.38216205,1.664454033,1.953392326,2.522558615,43,0.13320289,8.888888889,53
UT,2021,ENR_AP_GAP_AS,1.181600956,1.317143199,1.709302326,1.950336265,6,0.064516129,2.258693046,39
UT,2021,ENR_AP_GAP_BL,1.512103256,1.688471234,2.153646792,2.622451214,20,0.106983655,4.040139296,31
UT,2021,ENR_AP_GAP_HI,1.312735577,1.69124861,2.184975866,2.902978372,40,0.405405405,13.04347826,48
VA,2011,ENR_AP_GAP_AS,1.146291868,1.258233722,1.467556411,1.670098012,9,0.020713464,1.865384615,83
VA,2011,ENR_AP_GAP_BL,1.596775799,1.899746345,2.20668395,2.909162167,94,0.198770492,7.569526627,105
VA,2011,ENR_AP_GAP_HI,1.294541453,1.539439831,1.937739688,2.344891062,53,0.074019608,6.664298401,85
VA,2013,ENR_AP_GAP_AS,1.023477393,1.064958392,1.148155234,1.358423913,7,0.007063572,2.188086643,82
VA,2013,ENR_AP_GAP_BL,1.588162953,1.873641224,2.357932298,2.980304822,89,0.358779326,11.24009901,102
VA,2013,ENR_AP_GAP_HI,1.271265388,1.552410975,1.839816408,2.29996908,59,0.155368926,5.377990431,88
VA,2015,ENR_AP_GAP_AS,1.091755155,1.24282826,1.28375286,1.823310554,11,0.054794521,2.74566416,92
VA,2015,ENR_AP_GAP_BL,1.482745178,1.806468116,2.354903826,3.222200659,88,0.377400295,5.87183908,97
VA,2015,ENR_AP_GAP_HI,1.25001826,1.437554914,1.67457263,2.36339679,69,0.235356763,30.53443526,93
VA,2017,ENR_AP_GAP_AS,1.139246377,1.145574491,1.305050505,1.50584899,11,0.068396226,2.213423959,85
VA,2017,ENR_AP_GAP_BL,1.685684431,1.995475113,2.484605087,3.389412011,91,0.236933798,12.94117647,96
VA,2017,ENR_AP_GAP_HI,1.247474747,1.514285714,1.8671875,2.405387576,71,0.228070175,5.150586114,94
VA,2020,ENR_AP_GAP_AS,1.15814385,1.213414311,1.287278343,1.504583736,13,0.055374593,1.917624521,82
VA,2020,ENR_AP_GAP_BL,1.679118188,2.01568108,2.540662932,3.389173603,83,0.093587522,9.328703704,98
VA,2020,ENR_AP_GAP_HI,1.316701429,1.605277209,1.985171373,2.443718365,74,0.181034483,8.669546436,90
VA,2021,ENR_AP_GAP_AS,1.102706231,1.251643979,1.313186199,1.440634844,12,0.020698577,1.732142857,79
VA,2021,ENR_AP_GAP_BL,1.551424306,1.796024828,2.36791803,3.533940379,85,0.117032393,11.06735751,94
VA,2021,ENR_AP_GAP_HI,1.367816205,1.595408131,1.873320574,2.681350961,79,0.038674033,7.378238342,96
VT,2011,ENR_AP_GAP_AS,1.18685052,1.290367706,1.428831929,1.60224319,3,0.039936102,1.77565445,23
VT,2011,ENR_AP_GAP_BL,1.067073171,1.225419664,1.598981077,2.122555411,6,0.078694818,3.531413613,22
VT,2011,ENR_AP_GAP_HI,1.084101838,1.117843963,1.173091447,1.249844289,3,0.059585492,1.326597132,10
VT,2013,ENR_AP_GAP_AS,1.181364384,1.308769415,1.423966547,2.445205676,4,0.044979079,3.919465803,31
VT,2013,ENR_AP_GAP_BL,1.27519276,1.627120148,1.865527608,1.970312376,5,0.058558559,2.244444444,19
VT,2013,ENR_AP_GAP_HI,1.177137613,1.326261219,1.593961353,2.226761168,9,0.089958159,2.616497829,20
VT,2015,ENR_AP_GAP_AS,1.097163636,1.133721212,1.48345129,2.146353869,3,0.063758389,2.809256449,25
VT,2015,ENR_AP_GAP_BL,1.311299808,1.513981871,1.891079213,2.150707117,10,0.094339623,4.170604812,21
VT,2015,ENR_AP_GAP_HI,1.065065324,1.22762531,1.352318666,1.604852336,9,0.07827476,3.15862069,22
VT,2017,ENR_AP_GAP_AS,1.096147444,1.183254806,1.271532431,1.679928765,5,0.070680628,3.079971691,27
VT,2017,ENR_AP_GAP_BL,1.221603142,1.298801989,1.625358116,2.055918013,10,0.07239819,4.226086957,22
VT,2017,ENR_AP_GAP_HI,1.119206487,1.288404662,1.51327376,1.990896396,12,0.258064516,3.308035714,19
VT,2020,ENR_AP_GAP_AS,1.59723992,1.887813173,2.178386426,2.468959679,2,0.058823529,2.759532932,20
VT,2020,ENR_AP_GAP_BL,2.007451291,2.078123847,3.376796531,4.392999607,8,0.124444444,6.852459016,14
VT,2020,ENR_AP_GAP_HI,1.461433786,1.850377015,2.415175334,3.189965278,9,0.399201597,4.201668985,18
VT,2021,ENR_AP_GAP_AS,1.028225806,1.07288458,1.118414533,1.547507191,5,0.159574468,3.166107383,22
VT,2021,ENR_AP_GAP_BL,1.469967985,1.914516129,2.583123198,2.661572097,9,0.331125828,3.322195704,13
VT,2021,ENR_AP_GAP_HI,1.588338558,1.966896552,2.092218606,2.196203286,8,0.130434783,2.514261745,21
WA,2011,ENR_AP_GAP_AS,1.075219619,1.148571429,1.252413984,1.657110092,11,0.039800995,2.058371736,126
WA,2011,ENR_AP_GAP_BL,1.208477572,1.344049185,1.611344216,2.259183764,49,0.059957173,3.085597715,83
WA,2011,ENR_AP_GAP_HI,1.212549159,1.468882861,1.642470637,2.340885584,120,0.099502488,13.25094103,157
WA,2013,ENR_AP_GAP_AS,1.102764103,1.13657386,1.223615314,1.435233944,10,0.034482759,2.275862069,121
WA,2013,ENR_AP_GAP_BL,1.228715982,1.485991471,1.765138841,2.200843195,49,0.097046414,4.457632818,84
WA,2013,ENR_AP_GAP_HI,1.188840301,1.382796623,1.714246701,2.368186773,112,0.174863388,4.278757347,154
WA,2015,ENR_AP_GAP_AS,1.113116424,1.1366213,1.157815135,1.229792328,8,0.043010753,2.729281768,118
WA,2015,ENR_AP_GAP_BL,1.235991379,1.430468827,1.759092795,2.234522207,51,0.032467532,3.231368187,88
WA,2015,ENR_AP_GAP_HI,1.19660664,1.301467433,1.541897034,1.877802029,105,0.142857143,4.557558946,146
WA,2017,ENR_AP_GAP_AS,1.14335084,1.245255704,1.348589255,1.578001938,10,0.068965517,2.195121951,122
WA,2017,ENR_AP_GAP_BL,1.149223174,1.364787689,1.641874283,2.027278058,54,0.161016949,9.819770617,86
WA,2017,ENR_AP_GAP_HI,1.143463515,1.317218997,1.521644151,1.816406455,118,0.181818182,5.442176871,151
WA,2020,ENR_AP_GAP_AS,1.242247186,1.300893616,1.382159975,1.513045057,5,0.010909091,1.595477387,116
WA,2020,ENR_AP_GAP_BL,1.244316922,1.463601946,1.648447133,1.822152069,53,0.036363636,4.01974026,98
WA,2020,ENR_AP_GAP_HI,1.190782031,1.388550548,1.597178675,1.999048072,116,0.264919942,8.236472946,143
WA,2021,ENR_AP_GAP_AS,1.079828686,1.140839132,1.165315464,1.277481277,13,0.038461538,2.147619048,113
WA,2021,ENR_AP_GAP_BL,1.095626023,1.230006232,1.460961443,2.092972288,48,0.091476091,4.442317708,85
WA,2021,ENR_AP_GAP_HI,1.181870539,1.37891344,1.675880385,1.970572717,113,0.259259259,5.983002833,147
WI,2011,ENR_AP_GAP_AS,1.05015229,1.147718323,1.305979142,1.58568254,34,0.054093567,3.803999348,152
WI,2011,ENR_AP_GAP_BL,1.389943777,1.693861835,2.348739419,3.122726332,78,0.041666667,8.574615385,116
WI,2011,ENR_AP_GAP_HI,1.248048917,1.526779613,1.841301862,2.35667344,102,0.073863636,6.346076459,166
WI,2013,ENR_AP_GAP_AS,1.122536017,1.263712109,1.447267374,1.555658658,32,0.018134715,2.327365729,154
WI,2013,ENR_AP_GAP_BL,1.392444128,2.045094529,2.430727156,3.52362486,75,0.027237354,8.766336349,120
WI,2013,ENR_AP_GAP_HI,1.24030426,1.435204328,1.861303745,2.272115832,112,0.048469388,5.124199744,189
WI,2015,ENR_AP_GAP_AS,1.099691577,1.177195402,1.373291726,1.487820527,37,0.063414634,3.131403118,170
WI,2015,ENR_AP_GAP_BL,1.453070684,1.770833333,2.369532934,3.182478386,81,0.086956522,11.28947368,123
WI,2015,ENR_AP_GAP_HI,1.172951955,1.494224379,1.774937809,2.326156657,139,0.051282051,4.159364732,205
WI,2017,ENR_AP_GAP_AS,1.186253737,1.268523105,1.418269409,1.673453816,38,0.044270833,2.727048371,169
WI,2017,ENR_AP_GAP_BL,1.402989979,1.879254774,2.426062399,3.47699005,102,0.084507042,12.14002334,134
WI,2017,ENR_AP_GAP_HI,1.266084507,1.526578548,1.810915224,2.287584684,175,0.101010101,5.285306705,219
WI,2020,ENR_AP_GAP_AS,1.087332414,1.221948347,1.354798346,1.784164166,33,0.042372881,2.599758162,166
WI,2020,ENR_AP_GAP_BL,1.466165414,1.974160207,2.476309524,3.965217391,96,0.03125,13.47878609,127
WI,2020,ENR_AP_GAP_HI,1.271677871,1.485700615,1.757445043,2.264162939,173,0.075471698,8.929292929,224
WI,2021,ENR_AP_GAP_AS,1.069643806,1.26939222,1.352024922,1.726027397,36,0.06,3.096960926,171
WI,2021,ENR_AP_GAP_BL,1.394780256,1.864767364,2.327747828,3.514894198,97,0.04494382,19.63359274,126
WI,2021,ENR_AP_GAP_HI,1.292107506,1.574647094,1.901386437,2.554742413,184,0.052238806,10.49253731,225
WV,2011,ENR_AP_GAP_BL,1.155781564,1.383783784,1.621385009,1.87859116,16,0.067567568,3.34386757,37
WV,2011,ENR_AP_GAP_HI,1.212680558,1.421676517,1.545100671,1.58295302,3,0.032094595,1.620805369,22
WV,2013,ENR_AP_GAP_BL,1.229030038,1.466359106,1.718487401,1.898604583,17,0.045751634,3.211206897,29
WV,2013,ENR_AP_GAP_HI,1.193794497,1.247583876,1.411023611,1.758177433,5,0.022875817,2.364096996,23
WV,2015,ENR_AP_GAP_BL,1.401934614,1.621284783,1.878910635,2.228762816,15,0.134831461,3.009708738,32
WV,2015,ENR_AP_GAP_HI,1.089922569,1.164571716,1.30107527,1.6205679,5,0.045121951,2.367597005,26
WV,2017,ENR_AP_GAP_BL,1.411930094,1.575117416,2.05230932,2.288500873,15,0.101876676,3.567741935,31
WV,2017,ENR_AP_GAP_HI,1.169735637,1.234685127,1.293965475,1.42951339,14,0.109500805,1.793813427,31
WV,2020,ENR_AP_GAP_BL,1.129195402,1.47967328,1.747994766,2.082913231,23,0.296551724,5.651376147,28
WV,2020,ENR_AP_GAP_HI,1.214158121,1.392857143,1.588792423,1.960784314,16,0.151162791,2.593432369,29
WV,2021,ENR_AP_GAP_AS,1.377245509,1.377245509,1.377245509,1.377245509,1,0.023188406,1.377245509,25
WV,2021,ENR_AP_GAP_BL,1.454217703,1.742935515,2.568914505,2.922922576,17,0.045685279,4.71894602,30
WV,2021,ENR_AP_GAP_HI,1.358006328,1.507731959,1.836327345,2.254203759,11,0.302223154,2.523556231,26
WY,2011,ENR_AP_GAP_AS,1.267374686,1.307352111,1.34798377,1.389269663,3,0.074025974,1.430555556,13
WY,2011,ENR_AP_GAP_BL,1.94315309,1.94315309,1.94315309,1.94315309,1,0.164179104,1.94315309,5
WY,2011,ENR_AP_GAP_HI,1.730357601,2.004934273,2.202792439,3.461946001,13,0.285714286,3.954491018,19
WY,2013,ENR_AP_GAP_BL,3.077180406,3.077180406,3.077180406,3.077180406,1,0.101659751,3.077180406,6
WY,2013,ENR_AP_GAP_HI,1.445537632,1.766954018,2.149786634,2.280208407,12,0.323432343,3.096041056,15
WY,2015,ENR_AP_GAP_BL,1.732186064,1.935503546,2.091953431,2.164643854,4,0.339779006,2.195454545,7
WY,2015,ENR_AP_GAP_HI,1.429425541,1.872509588,2.110960906,2.652652115,13,0.295202952,6.850847458,16
WY,2017,ENR_AP_GAP_AS,1.037109375,1.037109375,1.037109375,1.037109375,1,0.039426523,1.037109375,8
WY,2017,ENR_AP_GAP_BL,1.125083385,1.39899438,1.723147421,2.217162339,5,0.582450832,3.245641838,9
WY,2017,ENR_AP_GAP_HI,1.143002271,1.775417594,2.333444779,2.697070535,13,0.6,3.600633914,15
WY,2020,ENR_AP_GAP_BL,1.012456728,1.092330612,1.309916509,1.440521956,4,0.342379958,1.527637178,10
WY,2020,ENR_AP_GAP_HI,1.514022969,1.867017815,2.012080764,2.558400374,12,0.321568627,4.956713781,21
WY,2021,ENR_AP_GAP_AS,1.132149901,1.132149901,1.132149901,1.132149901,1,0.086956522,1.132149901,12
WY,2021,ENR_AP_GAP_BL,1.482031538,1.946045058,2.353906422,2.705615632,3,0.356359649,3.057324841,8
WY,2021,ENR_AP_GAP_HI,1.504221196,1.604540373,2.212691745,2.463072611,13,0.460794844,3.563596491,18
PR,2021,ENR_AP_GAP_HI,0.815514198,0.815514198,0.815514198,0.815514198,1,0.815514198,0.815514198,1
